0000e2398b12121a85166fed5fe2a3da,0
0001fe8dce14ce099aa6ca8ea5026ea7,0
00027f50019000accc492e5684efc818,0
00028c9da3573ec50db74b44310ae507,0
0003dc8130969abe688cadf5f14ea19f,0
000462baadff8a02f7f6fef84d242eed,0
0005e4c0263f52453438ddd0d55aef82,1
0006ac9aadbdbf2fed5e62b4e463daa1,0
0006d16543c1c4866dfa59fbbf7eedab,0
0007819a84e047a78fbbd620557104ad,0
0008720f6bfadf1aa4039a856eef3ecb,0
000a00e6939f803bbf4aaf51b39048d0,0
000b4096d7a0962245181f01e002b203,0
000d282c41fc76964cdc31b805c464a7,0
000d409d670038a868ed471a8334345d,0
000f15bf6a8f0b51126ece0ce93af65c,0
0010f818848455dfe997e69ee03518ef,0
00117b31bd107c43123c8a0180dc036c,1
0011d5f78c56a18dbb60a455c084ecca,0
0012028fdd971d39caa88c8d0136334a,0
001543427ff6300877e6a44e354588a6,0
0015734d9e317de07623fd04ddaef05a,0
00192fd48e421b51228e63845df46b9c,0
001abb71230ddab7ff7016ccfac80d16,1
001ac19de0eb93f585f74c2d207d9afc,0
001fbbcf7a772e68e7ca1accf93e807d,0
00204f1e3ee2102835b99b1cd372a8d5,0
0021c7f072ad0e8068ab8c611700bfe1,0
0023276a212ce8efa247fc1bca44b853,1
0023a488eab672009fd8a97aa2a930a8,0
00245e6ba06c7142c6c8e9b60b0b4afc,0
00245e8c6aa3db195be49c04ecacb551,0
00272b94de0e8e2af3cd67422388ddba,0
0029bf6bbac4cb8ef325828408ca8721,0
002a80d574a26583900e0b1e199c4ef8,0
002d78cefc2397e89c416fb1938024d8,1
002dda05885ccc7a9872aa99adb6b153,0
002e7d021896a755c1f77b331e80b5c1,0
00300d8402fbd9d8a74af5478b1326d6,0
0033e984df54bbaa1ead7d66fbad38f0,0
0034191f1ba86a77526df5f2a7188a2c,0
00391785ae2604198ff96170941d7f65,0
003d65f69dc2790ed89f88702cef2699,1
00407cec5976cfdfd06e2597ebbaa8d2,0
004225ae888890c798f8cbdbb36b75d5,0
00450228a40e22a5dbdf455d95183f47,0
00467b962c09b4c1b592619ae62d99cf,0
00470f8f35183b45d26e8effc80a8330,0
004718956f7ca07fbbc7c86d8c1cb76b,1
004749a2597c0155e436662ee6ba7892,0
004904cdf0c893c69cc79a0cad7bd999,0
004a72a5de1a5df5d6609b7462c75ed5,0
004a7cde3be77397eb091812b3f4f7ca,0
004b141ca2ca4ad89f97eef26fb10fef,0
004bbd02aa01aa1cbea7c207174d412b,0
004e57a598c4e1f392e62d2ce7cac527,0
004f7386973aeaa39b0c01cacc151289,0
0050d3f93604d2bc3006b14b78065453,0
005426fcb3b3277882745efefd6dfbd7,0
00548cf8a412e19debe1eff9897091e7,0
00588b641ce4b0c1ae31a1c66cffb440,0
0058fec008d105f7948a116e9f86dec8,0
005abdfb0f6588fcb04c03b6b94becbe,0
00606292a9ae11820c171ac20f5d74df,0
0062786a8d4f6e20d045e935b5c2e758,0
006437b9566ddbb66183d92a8ee97c59,0
0064453248c97755a19c4f7a42abd596,0
00646177933e701e0201e75d04f94868,0
00661fcff2bfdda6cd364fe406171789,0
00663a98933f071da2b001436c9c5348,0
00675dc5a80eac606c89e61a486f0761,0
0067d773966f2fcb3c982e8378fd08ac,0
0068c52791abcce56eb00d5266cba322,0
0068f88387909fe6f1f3caea59bc423d,0
006aa6cf6a505c4143612f9fea3efc2d,0
006bb7a6bbd825209b2d59d42026eb91,0
006c27781f4d8e826102151c25e16b0f,1
006d56a4a7250086410987a1d9698c42,0
006ff22c6e01a5888dcb964c32d82512,0
00701df6e993201018c47e01aa3bca42,0
007101f14bedb459e1e9316caa2c1ab3,0
00712da670cf03ff281a9ec11ceed2de,0
0071303ea5067af92f0569a0e8214f24,0
00742407fafe30ebc58f74e6561d77ab,0
0074a9c94457a876b84e997cd29e561f,0
0074bb919eec0bef189a986b1fc0c257,0
0074de311feb04bea93a705972a6fa22,0
00779c47016f882bbf960bff35ce8c49,0
0077b7caff1c33ee8b7ba9d7170be1b1,0
0079802d502f788a43a873e30a06b416,0
007cb2b19304d60879ea9f794ddc8375,0
00804b757a96c11f0de508d6149649dd,0
0082081ec55d48303c9ef712cccd2eb5,0
008415cb918e23fe40720081e9d194a6,0
008651b336e93b3b65a609c2133aa775,0
00867981033d6a15171908cb03f692ff,0
0087304d5bee451f0d82c7407b0fa7d1,0
0087e85caf760ff171b1774bafcafcae,0
008c37885beb7ed4594044d00beed7ca,0
008e0adaa5f026a92d949f90efb9f0f0,0
008ee5845d546a5358a2d767b710789d,0
008f05a1d546331a8ccd69d1268921e7,0
008f43f81999afb64e1bae5e5721afd3,0
009013d362d08e7f4ea6e6e567b8da22,0
00901ea1819d497e197738a21cf4b5d6,0
00908d7e1814e3e29ba727cc4b2d8563,1
00922d1ed5b49ae8699014b2ea696ea5,0
009693719149a85bfee3e36aa63b7770,0
0096f234c78c4e9a1990d737bb350fde,1
00976c6b03b0aa47bb934731ff79d2ad,0
